record_id,Timestamp,Location,Latitude,Longitude,Day_of_Week,Hour_of_Day,Incident_Congestion,Weather_Condition,Road_Condition,Vehicle_Type,Vehicle_Damage,Accident_Severity,Accident_Reason,Driver_Violation,Number_of_Deaths,Number_of_Injuries,Summary_Road_Name,Daily_Traffic_Volume,Daily_Average_Speed,Daily_Congestion_Level,Daily_Incident_Reports,Daily_Public_Transport_Usage,Daily_Parking_Usage,Day_of_Week_Name,Time_of_Day,Day_of_Week_Num,Month,Is_Weekend
12680,2023-10-21 00:29:00,Whitefield,13.017809,77.524896,Saturday,0,Light,Cloudy,Wet,Bus,Moderate,Minor,Speeding,Unknown,0,1,Marathahalli Bridge,37384,20.58,55.6,2,67.35,91.82,Saturday,Night,5,10,1
12681,2023-06-25 11:27:00,Jayanagar,12.93691,77.594089,Sunday,11,Very Heavy,Overcast,Potholes,Bicycle,Moderate,Minor,Ignoring Signal,No Helmet,0,1,South End Circle,39920,23.6,58.2,0,35.98,66.7,Sunday,Morning,6,6,1
12682,2023-04-17 23:04:00,Whitefield,12.986485,77.673267,Monday,23,Light,Overcast,Dry,Bicycle,Severe,Fatal,Speeding,Jumping Signal,1,2,Marathahalli Bridge,26292,35.22,36.72,2,43.77,71.8,Monday,Night,0,4,0
12683,2023-06-24 12:37:00,Jayanagar,12.829744,77.507736,Saturday,12,Moderate,Overcast,Wet,Car,Minor,Minor,Drunk Driving,Overspeeding,0,2,4th Block Complex,45629,11.56,73.73,0,47.76,60.17,Saturday,Afternoon,5,6,1
12684,2023-11-25 01:15:00,HSR Layout,13.059378,77.704917,Saturday,1,Light,Cloudy,Potholes,Bus,Minor,Minor,Drunk Driving,No Helmet,0,2,27th Main Road,18843,44.7,30.0,0,44.18,57.43,Saturday,Night,5,11,1
12685,2023-11-26 18:11:00,Whitefield,13.09533,77.570257,Sunday,18,Heavy,Raining,Under Construction,Car,Severe,Serious,Distracted Driving,Unknown,0,3,ITPL Main Road,18014,45.89,30.0,0,66.01,61.76,Sunday,Evening,6,11,1
12686,2023-04-29 01:54:00,Indiranagar,12.905187,77.450477,Saturday,1,Light,Haze,Wet,Truck,Moderate,Serious,Speeding,Jumping Signal,0,2,CMH Road,8960,49.41,30.0,0,68.04,63.32,Saturday,Night,5,4,1
12687,2023-01-12 11:23:00,Indiranagar,12.840292,77.548622,Thursday,11,Heavy,Foggy,Potholes,Auto Rickshaw,Moderate,Minor,Drunk Driving,No Helmet,0,1,CMH Road,49958,13.32,83.59,0,62.37,70.75,Thursday,Morning,3,1,0
12688,2023-12-10 04:56:00,Indiranagar,12.977192,77.695116,Sunday,4,Moderate,Cloudy,Under Construction,Auto Rickshaw,Moderate,Minor,Ignoring Signal,No Helmet,0,2,100 Feet Road,53360,11.27,82.2,0,75.35,50.79,Sunday,Night,6,12,1
12689,2023-02-11 07:00:00,Whitefield,13.082655,77.67389,Saturday,7,Moderate,Overcast,Dry,Car,Severe,Fatal,Drunk Driving,Unknown,1,3,Marathahalli Bridge,54701,10.96,85.91,0,54.52,58.83,Saturday,Morning,5,2,1
12690,2023-09-30 03:03:00,HSR Layout,12.890342,77.493106,Saturday,3,Light,Raining,Potholes,Bus,Moderate,Serious,Speeding,Unknown,0,1,Outer Ring Road,28758,27.48,48.56,0,44.03,71.09,Saturday,Night,5,9,1
12691,2023-11-22 16:02:00,HSR Layout,13.019157,77.483874,Wednesday,16,Moderate,Haze,Under Construction,Motorcycle,Severe,Fatal,Drunk Driving,Jumping Signal,1,2,Outer Ring Road,9908,48.44,30.0,1,31.32,90.13,Wednesday,Afternoon,2,11,0
12692,2023-03-12 23:26:00,Indiranagar,13.106706,77.712881,Sunday,23,Light,Cloudy,Wet,Truck,Minor,Minor,Speeding,Jumping Signal,0,1,100 Feet Road,36577,24.91,53.72,0,56.43,55.61,Sunday,Night,6,3,1
12693,2023-12-25 03:05:00,HSR Layout,13.087272,77.579052,Monday,3,Moderate,Foggy,Under Construction,Car,Moderate,Minor,Ignoring Signal,No Helmet,0,2,Outer Ring Road,36336,27.89,63.15,1,42.83,90.76,Monday,Night,0,12,0
12694,2023-01-14 13:26:00,Whitefield,12.891105,77.656209,Saturday,13,Moderate,Foggy,Potholes,Car,Unknown,No Injury,Ignoring Signal,Jumping Signal,0,0,Marathahalli Bridge,13645,47.18,30.0,0,52.89,57.56,Saturday,Afternoon,5,1,1
12695,2023-10-20 16:39:00,Whitefield,12.834979,77.703021,Friday,16,Light,Clear,Potholes,Car,Moderate,Minor,Drunk Driving,Unknown,0,2,Marathahalli Bridge,14227,42.29,30.0,0,61.03,69.89,Friday,Afternoon,4,10,0
12696,2023-02-20 05:49:00,Koramangala,12.919653,77.692172,Monday,5,Moderate,Foggy,Under Construction,Bicycle,Severe,Fatal,Distracted Driving,Jumping Signal,1,0,80 Feet Road,49401,15.03,79.56,0,46.86,76.84,Monday,Morning,0,2,0
12697,2023-05-03 18:55:00,Whitefield,13.020258,77.715801,Wednesday,18,Heavy,Haze,Wet,Car,Unknown,No Injury,Distracted Driving,Jumping Signal,0,0,ITPL Main Road,47273,9.94,71.46,0,53.08,57.55,Wednesday,Evening,2,5,0
12698,2023-02-08 15:53:00,HSR Layout,13.096864,77.64879,Wednesday,15,Light,Haze,Dry,Truck,Severe,Serious,Speeding,Unknown,0,3,27th Main Road,38728,21.39,66.97,0,84.37,62.81,Wednesday,Afternoon,2,2,0
12699,2023-12-23 05:11:00,Whitefield,13.074455,77.53757,Saturday,5,Moderate,Haze,Dry,Bus,Moderate,Minor,Speeding,No Helmet,0,1,ITPL Main Road,19307,43.32,36.53,0,52.44,78.33,Saturday,Morning,5,12,1
12700,2023-04-23 20:02:00,Whitefield,12.890218,77.679186,Sunday,20,Heavy,Raining,Wet,Truck,Moderate,Minor,Distracted Driving,Overspeeding,0,2,Marathahalli Bridge,56839,13.65,94.01,0,75.1,70.67,Sunday,Evening,6,4,1
12701,2023-01-23 01:31:00,Jayanagar,12.963436,77.688039,Monday,1,Light,Foggy,Wet,Truck,Moderate,Minor,Distracted Driving,Jumping Signal,0,1,South End Circle,43711,12.4,67.0,3,55.5,92.45,Monday,Night,0,1,0
12702,2023-02-09 12:06:00,Koramangala,12.86716,77.605985,Thursday,12,Moderate,Foggy,Potholes,Truck,Moderate,Minor,Drunk Driving,Overspeeding,0,1,Sony World Junction,22163,37.48,39.15,0,68.26,50.69,Thursday,Afternoon,3,2,0
12703,2023-09-12 18:47:00,HSR Layout,12.849313,77.636947,Tuesday,18,Very Heavy,Foggy,Wet,Bicycle,Minor,Minor,Speeding,Overspeeding,0,2,Outer Ring Road,15358,46.57,30.0,0,47.3,99.99,Tuesday,Evening,1,9,0
12704,2023-01-31 14:30:00,Indiranagar,13.044111,77.670218,Tuesday,14,Moderate,Overcast,Under Construction,Auto Rickshaw,Minor,Minor,Drunk Driving,No Helmet,0,2,CMH Road,13170,50.95,30.0,0,70.96,73.63,Tuesday,Afternoon,1,1,0
12705,2023-08-30 22:18:00,Whitefield,12.840143,77.692875,Wednesday,22,Moderate,Clear,Wet,Auto Rickshaw,Moderate,Minor,Speeding,Unknown,0,2,Marathahalli Bridge,41673,13.52,65.15,0,83.28,64.68,Wednesday,Night,2,8,0
12706,2023-07-08 11:24:00,Jayanagar,12.962612,77.475406,Saturday,11,Heavy,Foggy,Dry,Auto Rickshaw,Minor,Minor,Ignoring Signal,Unknown,0,1,4th Block Complex,27307,29.19,42.91,0,64.21,99.17,Saturday,Morning,5,7,1
12707,2023-09-16 17:45:00,HSR Layout,12.835077,77.480092,Saturday,17,Heavy,Clear,Dry,Motorcycle,Minor,Minor,Distracted Driving,No Helmet,0,1,27th Main Road,42211,19.88,66.5,0,51.36,92.87,Saturday,Evening,5,9,1
12708,2023-02-21 05:54:00,Jayanagar,13.027204,77.55245,Tuesday,5,Light,Haze,Potholes,Car,Severe,Serious,Drunk Driving,No Helmet,0,4,South End Circle,6857,50.3,30.0,0,60.91,92.84,Tuesday,Morning,1,2,0
12709,2023-12-24 00:04:00,HSR Layout,13.042468,77.589445,Sunday,0,Light,Clear,Under Construction,Car,Moderate,Serious,Speeding,Unknown,0,4,Outer Ring Road,34458,25.93,54.59,0,62.82,77.69,Sunday,Night,6,12,1
12710,2023-05-26 02:58:00,Jayanagar,12.869602,77.649265,Friday,2,Moderate,Cloudy,Dry,Motorcycle,Moderate,Minor,Distracted Driving,Overspeeding,0,1,South End Circle,52320,6.07,79.96,1,31.37,63.46,Friday,Night,4,5,0
12711,2023-04-29 03:00:00,Indiranagar,12.932591,77.476906,Saturday,3,Light,Raining,Wet,Truck,Minor,Minor,Drunk Driving,Unknown,0,1,CMH Road,8960,49.41,30.0,0,68.04,63.32,Saturday,Night,5,4,1
12712,2023-07-02 04:21:00,Jayanagar,13.036177,77.499737,Sunday,4,Light,Haze,Under Construction,Motorcycle,Moderate,Serious,Ignoring Signal,Overspeeding,0,4,4th Block Complex,46136,13.76,68.51,0,41.91,67.94,Sunday,Night,6,7,1
12713,2023-02-15 12:53:00,Indiranagar,13.022235,77.524325,Wednesday,12,Moderate,Clear,Wet,Motorcycle,Moderate,Minor,Ignoring Signal,No Helmet,0,1,CMH Road,36879,22.81,63.4,0,84.6,83.25,Wednesday,Afternoon,2,2,0
12714,2023-03-10 12:55:00,HSR Layout,13.055016,77.445172,Friday,12,Moderate,Foggy,Dry,Truck,Moderate,Minor,Drunk Driving,Jumping Signal,0,1,Outer Ring Road,36249,26.42,55.17,1,75.58,96.74,Friday,Afternoon,4,3,0
12715,2023-05-30 09:35:00,Jayanagar,12.903132,77.690377,Tuesday,9,Very Heavy,Overcast,Dry,Bus,Minor,Minor,Ignoring Signal,Jumping Signal,0,1,4th Block Complex,53039,14.73,86.15,0,36.51,74.89,Tuesday,Morning,1,5,0
12716,2023-09-13 00:20:00,Whitefield,12.854893,77.648324,Wednesday,0,Moderate,Overcast,Under Construction,Truck,Moderate,Minor,Distracted Driving,Jumping Signal,0,2,ITPL Main Road,28303,33.89,39.08,0,77.43,64.98,Wednesday,Night,2,9,0
12717,2023-06-22 16:45:00,Indiranagar,13.050687,77.592387,Thursday,16,Light,Haze,Dry,Truck,Severe,Serious,Distracted Driving,Unknown,0,4,CMH Road,45126,12.31,72.85,1,34.62,68.06,Thursday,Afternoon,3,6,0
12718,2023-10-27 06:51:00,Koramangala,13.116304,77.501827,Friday,6,Moderate,Haze,Potholes,Motorcycle,Unknown,No Injury,Distracted Driving,Jumping Signal,0,0,Sony World Junction,15865,44.12,30.0,0,83.9,77.94,Friday,Morning,4,10,0
12719,2023-06-20 21:55:00,HSR Layout,12.848852,77.468377,Tuesday,21,Moderate,Cloudy,Potholes,Truck,Minor,Minor,Distracted Driving,Unknown,0,1,27th Main Road,25436,32.49,34.86,0,70.83,84.09,Tuesday,Night,1,6,0
12720,2023-09-07 10:04:00,Indiranagar,12.973679,77.60153,Thursday,10,Very Heavy,Haze,Wet,Motorcycle,Moderate,Serious,Drunk Driving,Overspeeding,0,3,CMH Road,11512,52.59,30.0,0,40.38,97.14,Thursday,Morning,3,9,0
12721,2023-12-07 23:27:00,Jayanagar,12.839255,77.502338,Thursday,23,Light,Foggy,Dry,Truck,Minor,Minor,Ignoring Signal,Jumping Signal,0,1,4th Block Complex,12009,45.03,30.0,1,80.7,97.13,Thursday,Night,3,12,0
12722,2023-11-10 22:52:00,Jayanagar,12.952682,77.49304,Friday,22,Light,Raining,Under Construction,Car,Minor,Minor,Ignoring Signal,No Helmet,0,1,4th Block Complex,10743,46.8,30.0,1,39.33,54.51,Friday,Night,4,11,0
12723,2023-06-06 12:10:00,Whitefield,13.000075,77.739271,Tuesday,12,Moderate,Cloudy,Under Construction,Bicycle,Moderate,Minor,Ignoring Signal,No Helmet,0,2,ITPL Main Road,33285,22.6,59.96,0,50.79,94.53,Tuesday,Afternoon,1,6,0
12724,2023-05-30 00:15:00,HSR Layout,13.093157,77.662704,Tuesday,0,Moderate,Foggy,Dry,Truck,Minor,Minor,Drunk Driving,No Helmet,0,1,Outer Ring Road,51920,8.24,84.39,0,35.29,53.74,Tuesday,Night,1,5,0
12725,2023-07-04 01:25:00,Jayanagar,13.095339,77.684934,Tuesday,1,Light,Foggy,Potholes,Truck,Minor,Minor,Drunk Driving,Overspeeding,0,1,4th Block Complex,48059,7.02,83.75,1,48.66,98.69,Tuesday,Night,1,7,0
12726,2023-11-20 21:46:00,HSR Layout,12.973312,77.513613,Monday,21,Moderate,Haze,Potholes,Bus,Moderate,Serious,Ignoring Signal,Overspeeding,0,3,Outer Ring Road,18460,41.98,30.0,0,51.66,88.24,Monday,Night,0,11,0
12727,2023-05-02 15:56:00,Indiranagar,13.096915,77.641832,Tuesday,15,Moderate,Haze,Dry,Truck,Moderate,Minor,Speeding,Unknown,0,1,100 Feet Road,27879,29.67,41.53,0,51.08,54.8,Tuesday,Afternoon,1,5,0
12728,2023-03-22 19:19:00,Koramangala,12.838833,77.464579,Wednesday,19,Very Heavy,Clear,Wet,Bus,Moderate,Minor,Speeding,Unknown,0,1,Sony World Junction,59637,8.97,92.02,0,81.59,65.38,Wednesday,Evening,2,3,0
12729,2023-08-14 04:52:00,Indiranagar,12.972187,77.662077,Monday,4,Light,Clear,Wet,Truck,Unknown,No Injury,Ignoring Signal,Jumping Signal,0,0,CMH Road,9341,52.12,30.0,0,37.46,77.53,Monday,Night,0,8,0
12730,2023-04-04 15:12:00,Jayanagar,13.099761,77.695322,Tuesday,15,Moderate,Cloudy,Under Construction,Auto Rickshaw,Unknown,No Injury,Drunk Driving,Jumping Signal,0,0,South End Circle,50290,6.89,74.65,0,64.94,77.98,Tuesday,Afternoon,1,4,0
12731,2023-11-20 07:05:00,Whitefield,13.097208,77.635428,Monday,7,Moderate,Raining,Dry,Auto Rickshaw,Moderate,Minor,Speeding,No Helmet,0,1,Marathahalli Bridge,12212,51.34,30.0,1,47.38,85.73,Monday,Morning,0,11,0
12732,2023-07-20 07:01:00,Jayanagar,12.828954,77.675593,Thursday,7,Moderate,Raining,Under Construction,Truck,Moderate,Serious,Distracted Driving,No Helmet,0,3,4th Block Complex,54527,8.79,93.88,1,80.82,54.5,Thursday,Morning,3,7,0
12733,2023-11-19 07:48:00,Whitefield,12.933744,77.538316,Sunday,7,Moderate,Foggy,Under Construction,Motorcycle,Severe,Fatal,Drunk Driving,Jumping Signal,2,1,Marathahalli Bridge,48004,15.61,83.78,3,44.22,58.93,Sunday,Morning,6,11,1
12734,2023-07-27 04:28:00,Whitefield,13.034423,77.646623,Thursday,4,Moderate,Clear,Potholes,Motorcycle,Minor,Minor,Ignoring Signal,Overspeeding,0,1,Marathahalli Bridge,16607,46.3,30.0,1,50.5,94.14,Thursday,Night,3,7,0
12735,2023-10-06 15:21:00,Indiranagar,12.938687,77.660702,Friday,15,Moderate,Haze,Potholes,Car,Moderate,Minor,Drunk Driving,Jumping Signal,0,1,100 Feet Road,40310,23.24,61.15,0,66.4,53.58,Friday,Afternoon,4,10,0
12736,2023-11-24 09:13:00,Koramangala,13.072268,77.731851,Friday,9,Heavy,Raining,Dry,Motorcycle,Moderate,Minor,Drunk Driving,No Helmet,0,2,Sony World Junction,21626,38.02,35.39,4,59.63,58.8,Friday,Morning,4,11,0
12737,2023-05-22 01:44:00,Whitefield,13.015889,77.462187,Monday,1,Moderate,Clear,Dry,Bicycle,Severe,Serious,Drunk Driving,No Helmet,0,3,Marathahalli Bridge,34411,22.97,60.35,0,51.85,61.3,Monday,Night,0,5,0
12738,2023-03-02 21:17:00,Koramangala,12.978515,77.540622,Thursday,21,Light,Raining,Dry,Truck,Unknown,No Injury,Drunk Driving,Jumping Signal,0,0,Sony World Junction,55966,9.4,88.75,0,69.51,93.92,Thursday,Night,3,3,0
12739,2023-03-11 21:24:00,HSR Layout,13.039056,77.459128,Saturday,21,Moderate,Raining,Under Construction,Motorcycle,Moderate,Serious,Drunk Driving,Overspeeding,0,2,27th Main Road,25449,37.93,33.79,0,37.72,98.55,Saturday,Night,5,3,1
12740,2023-10-08 12:35:00,Jayanagar,13.090307,77.660288,Sunday,12,Moderate,Foggy,Wet,Car,Severe,Serious,Speeding,Unknown,0,2,4th Block Complex,42435,18.15,71.06,1,73.2,71.6,Sunday,Afternoon,6,10,1
12741,2023-08-25 05:37:00,Jayanagar,12.83203,77.489366,Friday,5,Light,Raining,Under Construction,Motorcycle,Unknown,No Injury,Distracted Driving,Unknown,0,0,4th Block Complex,15832,39.17,30.0,0,47.04,93.5,Friday,Morning,4,8,0
12742,2023-08-02 17:36:00,Indiranagar,13.103149,77.667392,Wednesday,17,Very Heavy,Raining,Under Construction,Car,Minor,Minor,Distracted Driving,No Helmet,0,1,100 Feet Road,12052,43.91,30.0,0,48.02,87.37,Wednesday,Evening,2,8,0
12743,2023-05-15 07:47:00,Whitefield,12.920098,77.493435,Monday,7,Light,Overcast,Dry,Bus,Moderate,Minor,Ignoring Signal,Jumping Signal,0,2,ITPL Main Road,54538,7.57,83.89,0,31.38,78.63,Monday,Morning,0,5,0
12744,2023-06-15 01:25:00,Indiranagar,13.105706,77.502007,Thursday,1,Light,Cloudy,Under Construction,Bus,Minor,Minor,Drunk Driving,No Helmet,0,1,CMH Road,32682,29.53,58.17,0,70.19,89.57,Thursday,Night,3,6,0
12745,2023-10-02 12:57:00,Koramangala,12.843303,77.661988,Monday,12,Light,Raining,Potholes,Car,Moderate,Serious,Distracted Driving,Unknown,0,4,80 Feet Road,22463,35.92,31.94,1,52.06,64.42,Monday,Afternoon,0,10,0
12746,2023-01-14 07:37:00,Koramangala,12.848764,77.493927,Saturday,7,Light,Haze,Potholes,Truck,Minor,Minor,Distracted Driving,Overspeeding,0,2,Sony World Junction,19308,36.41,33.27,0,47.67,84.08,Saturday,Morning,5,1,1
12747,2023-02-14 19:25:00,Jayanagar,13.099532,77.609275,Tuesday,19,Heavy,Haze,Dry,Auto Rickshaw,Moderate,Minor,Ignoring Signal,Unknown,0,2,South End Circle,16249,39.18,30.0,0,46.22,63.79,Tuesday,Evening,1,2,0
12748,2023-01-07 10:19:00,Whitefield,13.106016,77.54518,Saturday,10,Heavy,Clear,Potholes,Bus,Minor,Minor,Ignoring Signal,No Helmet,0,1,Marathahalli Bridge,46246,9.72,67.81,0,77.96,74.69,Saturday,Morning,5,1,1
12749,2023-09-03 11:58:00,HSR Layout,13.105204,77.464771,Sunday,11,Heavy,Clear,Dry,Bicycle,Moderate,Minor,Drunk Driving,Unknown,0,2,27th Main Road,11861,43.94,30.0,0,64.26,55.82,Sunday,Morning,6,9,1
12750,2023-12-12 22:51:00,Jayanagar,13.075764,77.639865,Tuesday,22,Moderate,Foggy,Dry,Car,Moderate,Minor,Speeding,Overspeeding,0,2,South End Circle,39323,23.05,60.77,1,42.82,66.32,Tuesday,Night,1,12,0
12751,2023-08-21 10:59:00,Whitefield,12.827692,77.651367,Monday,10,Heavy,Overcast,Potholes,Bicycle,Moderate,Minor,Ignoring Signal,Unknown,0,2,ITPL Main Road,11953,44.27,30.0,0,61.82,99.77,Monday,Morning,0,8,0
12752,2023-12-16 07:59:00,Indiranagar,13.069394,77.627373,Saturday,7,Light,Foggy,Wet,Car,Unknown,No Injury,Distracted Driving,Unknown,0,0,100 Feet Road,57155,7.84,97.73,1,35.03,72.99,Saturday,Morning,5,12,1
12753,2023-04-06 08:13:00,Whitefield,12.994778,77.557742,Thursday,8,Very Heavy,Foggy,Dry,Bicycle,Minor,Minor,Ignoring Signal,Jumping Signal,0,2,Marathahalli Bridge,22962,36.61,36.0,2,50.44,68.19,Thursday,Morning,3,4,0
12754,2023-11-10 03:42:00,Jayanagar,12.968589,77.641309,Friday,3,Moderate,Haze,Under Construction,Truck,Moderate,Serious,Distracted Driving,Overspeeding,0,4,4th Block Complex,10743,46.8,30.0,1,39.33,54.51,Friday,Night,4,11,0
12755,2023-03-07 12:43:00,Koramangala,12.874459,77.568218,Tuesday,12,Light,Cloudy,Dry,Bus,Moderate,Minor,Speeding,Overspeeding,0,1,Sony World Junction,44393,10.85,78.99,0,30.99,84.92,Tuesday,Afternoon,1,3,0
12756,2023-05-05 16:55:00,HSR Layout,12.887162,77.471888,Friday,16,Moderate,Raining,Wet,Truck,Moderate,Minor,Drunk Driving,Unknown,0,2,27th Main Road,9900,48.38,30.0,0,77.08,99.0,Friday,Afternoon,4,5,0
12757,2023-01-20 07:15:00,Whitefield,12.958901,77.604559,Friday,7,Moderate,Raining,Under Construction,Truck,Severe,Serious,Ignoring Signal,Overspeeding,0,3,ITPL Main Road,26033,33.29,42.33,0,43.43,60.37,Friday,Morning,4,1,0
12758,2023-12-16 00:55:00,Indiranagar,12.947639,77.483125,Saturday,0,Light,Overcast,Dry,Bus,Severe,Fatal,Ignoring Signal,Overspeeding,2,2,100 Feet Road,57155,7.84,97.73,1,35.03,72.99,Saturday,Night,5,12,1
12759,2023-12-03 12:41:00,Koramangala,12.864913,77.57007,Sunday,12,Light,Cloudy,Potholes,Auto Rickshaw,Moderate,Minor,Drunk Driving,Unknown,0,2,80 Feet Road,38989,23.77,59.09,0,40.94,84.67,Sunday,Afternoon,6,12,1
12760,2023-08-29 20:09:00,Indiranagar,12.927806,77.454881,Tuesday,20,Heavy,Clear,Dry,Bus,Severe,Serious,Ignoring Signal,Jumping Signal,0,2,100 Feet Road,45271,11.85,69.84,1,42.52,79.38,Tuesday,Evening,1,8,0
12761,2023-07-06 22:25:00,Jayanagar,12.849751,77.624193,Thursday,22,Moderate,Raining,Wet,Car,Minor,Minor,Speeding,Overspeeding,0,2,South End Circle,49043,14.73,74.7,0,34.68,50.48,Thursday,Night,3,7,0
12762,2023-05-19 09:34:00,Indiranagar,13.049338,77.5564,Friday,9,Very Heavy,Foggy,Potholes,Bicycle,Moderate,Minor,Ignoring Signal,Jumping Signal,0,1,100 Feet Road,6068,52.71,30.0,0,60.52,90.12,Friday,Morning,4,5,0
12763,2023-05-31 22:59:00,Koramangala,13.08154,77.560394,Wednesday,22,Light,Raining,Under Construction,Car,Unknown,No Injury,Drunk Driving,No Helmet,0,0,Sony World Junction,34023,27.77,47.64,0,42.47,53.88,Wednesday,Night,2,5,0
12764,2023-05-26 16:26:00,Whitefield,13.036845,77.60624,Friday,16,Light,Cloudy,Potholes,Motorcycle,Moderate,Minor,Distracted Driving,Unknown,0,1,Marathahalli Bridge,51163,7.49,79.55,0,55.42,99.05,Friday,Afternoon,4,5,0
12765,2023-02-02 04:43:00,Whitefield,12.90125,77.559867,Thursday,4,Light,Clear,Wet,Auto Rickshaw,Minor,Minor,Ignoring Signal,Jumping Signal,0,1,ITPL Main Road,28617,35.18,44.58,0,61.2,80.89,Thursday,Night,3,2,0
12766,2023-02-21 19:50:00,Indiranagar,12.945586,77.559396,Tuesday,19,Heavy,Raining,Wet,Bus,Unknown,No Injury,Ignoring Signal,Overspeeding,0,0,CMH Road,48618,8.76,74.1,1,66.51,53.33,Tuesday,Evening,1,2,0
12767,2023-01-17 04:47:00,Indiranagar,12.915014,77.478033,Tuesday,4,Moderate,Haze,Potholes,Car,Minor,Minor,Speeding,Overspeeding,0,1,100 Feet Road,43211,14.57,76.67,1,63.86,95.54,Tuesday,Night,1,1,0
12768,2023-04-20 08:18:00,Indiranagar,13.060772,77.555967,Thursday,8,Very Heavy,Raining,Dry,Bicycle,Minor,Minor,Speeding,Overspeeding,0,2,100 Feet Road,30253,25.56,51.31,2,80.29,98.96,Thursday,Morning,3,4,0
12769,2023-10-14 03:06:00,Jayanagar,13.047017,77.709857,Saturday,3,Light,Foggy,Dry,Motorcycle,Minor,Minor,Speeding,Unknown,0,1,South End Circle,32176,32.4,45.02,0,36.54,93.89,Saturday,Night,5,10,1
12770,2023-03-02 23:25:00,Indiranagar,12.975836,77.480465,Thursday,23,Moderate,Overcast,Under Construction,Bus,Minor,Minor,Speeding,Overspeeding,0,2,CMH Road,29283,30.98,48.32,0,61.75,60.66,Thursday,Night,3,3,0
12771,2023-09-09 08:00:00,HSR Layout,12.981522,77.669237,Saturday,8,Very Heavy,Clear,Under Construction,Bus,Minor,Minor,Ignoring Signal,Jumping Signal,0,1,Outer Ring Road,59979,9.84,98.16,0,58.87,97.61,Saturday,Morning,5,9,1
12772,2023-03-03 06:49:00,Whitefield,13.091382,77.718034,Friday,6,Light,Haze,Potholes,Auto Rickshaw,Unknown,No Injury,Ignoring Signal,Unknown,0,0,ITPL Main Road,42545,17.13,72.82,0,46.9,81.79,Friday,Morning,4,3,0
12773,2023-06-04 23:40:00,Koramangala,13.096921,77.626976,Sunday,23,Moderate,Foggy,Under Construction,Bus,Moderate,Serious,Speeding,Unknown,0,2,80 Feet Road,51585,13.65,89.35,1,48.11,92.08,Sunday,Night,6,6,1
12774,2023-11-12 01:57:00,HSR Layout,13.008561,77.570122,Sunday,1,Light,Overcast,Potholes,Bus,Moderate,Minor,Distracted Driving,Overspeeding,0,1,Outer Ring Road,49361,5.68,72.3,0,43.65,85.57,Sunday,Night,6,11,1
12775,2023-07-30 23:40:00,Koramangala,13.011777,77.50251,Sunday,23,Light,Haze,Wet,Bicycle,Moderate,Minor,Speeding,Overspeeding,0,2,Sony World Junction,14698,45.53,30.0,0,63.01,91.97,Sunday,Night,6,7,1
12776,2023-05-17 21:21:00,Whitefield,12.882738,77.624646,Wednesday,21,Moderate,Haze,Potholes,Car,Unknown,No Injury,Distracted Driving,Jumping Signal,0,0,ITPL Main Road,41005,22.05,64.0,0,77.81,88.02,Wednesday,Night,2,5,0
12777,2023-09-20 23:41:00,HSR Layout,12.949094,77.516876,Wednesday,23,Moderate,Cloudy,Wet,Motorcycle,Minor,Minor,Drunk Driving,Unknown,0,2,27th Main Road,24883,32.52,35.17,1,37.2,56.84,Wednesday,Night,2,9,0
12778,2023-04-01 22:25:00,Jayanagar,13.113124,77.548815,Saturday,22,Moderate,Overcast,Wet,Car,Moderate,Minor,Speeding,Overspeeding,0,1,4th Block Complex,17033,40.51,30.0,0,57.96,56.0,Saturday,Night,5,4,1
12779,2023-02-01 08:50:00,Koramangala,12.899798,77.650072,Wednesday,8,Heavy,Haze,Potholes,Truck,Unknown,No Injury,Speeding,Overspeeding,0,0,Sony World Junction,35952,22.76,58.5,0,53.06,78.91,Wednesday,Morning,2,2,0
12780,2023-10-13 12:43:00,Koramangala,13.094709,77.675204,Friday,12,Moderate,Raining,Wet,Auto Rickshaw,Minor,Minor,Speeding,Jumping Signal,0,1,80 Feet Road,25446,32.45,33.93,0,66.55,59.54,Friday,Afternoon,4,10,0
12781,2023-01-16 00:18:00,Koramangala,12.928529,77.51233,Monday,0,Moderate,Overcast,Under Construction,Car,Unknown,No Injury,Drunk Driving,Overspeeding,0,0,80 Feet Road,15310,42.55,30.0,0,40.13,78.46,Monday,Night,0,1,0
12782,2023-05-22 15:06:00,Koramangala,13.019836,77.599183,Monday,15,Moderate,Overcast,Under Construction,Bus,Moderate,Serious,Speeding,Jumping Signal,0,3,Sony World Junction,18399,38.46,30.08,0,36.79,58.24,Monday,Afternoon,0,5,0
12783,2023-12-14 12:01:00,Koramangala,12.935798,77.482581,Thursday,12,Moderate,Clear,Under Construction,Bus,Moderate,Serious,Drunk Driving,Unknown,0,1,80 Feet Road,30445,31.47,44.96,0,40.36,66.56,Thursday,Afternoon,3,12,0
12784,2023-07-13 06:13:00,Koramangala,12.877537,77.585413,Thursday,6,Moderate,Clear,Wet,Auto Rickshaw,Moderate,Minor,Speeding,Overspeeding,0,2,Sony World Junction,50337,9.59,74.17,0,61.32,69.59,Thursday,Morning,3,7,0
12785,2023-01-10 20:19:00,Indiranagar,12.875523,77.664286,Tuesday,20,Very Heavy,Raining,Wet,Bicycle,Minor,Minor,Distracted Driving,Overspeeding,0,1,CMH Road,46172,14.58,77.18,0,65.48,86.25,Tuesday,Evening,1,1,0
