record_id,Timestamp,Location,Latitude,Longitude,Day_of_Week,Hour_of_Day,Incident_Congestion,Weather_Condition,Road_Condition,Vehicle_Type,Vehicle_Damage,Accident_Severity,Accident_Reason,Driver_Violation,Number_of_Deaths,Number_of_Injuries,Summary_Road_Name,Daily_Traffic_Volume,Daily_Average_Speed,Daily_Congestion_Level,Daily_Incident_Reports,Daily_Public_Transport_Usage,Daily_Parking_Usage,Day_of_Week_Name,Time_of_Day,Day_of_Week_Num,Month,Is_Weekend
9230,2023-08-15 10:45:00,Whitefield,12.973173,77.757891,Tuesday,10,Heavy,Foggy,Potholes,Motorcycle,Severe,Serious,Distracted Driving,Unknown,0,2,ITPL Main Road,57435,5.27,98.88,0,61.34,63.07,Tuesday,Morning,1,8,0
9231,2023-02-26 14:52:00,HSR Layout,12.921006,77.656631,Sunday,14,Moderate,Clear,Wet,Bus,Moderate,Minor,Drunk Driving,Unknown,0,1,27th Main Road,51977,8.99,88.22,0,67.59,63.67,Sunday,Afternoon,6,2,1
9232,2023-11-06 05:52:00,Jayanagar,12.938024,77.581282,Monday,5,Moderate,Overcast,Under Construction,Bicycle,Moderate,Minor,Distracted Driving,Unknown,0,1,South End Circle,23250,38.6,37.41,0,31.17,87.37,Monday,Morning,0,11,0
9233,2023-12-21 05:06:00,Whitefield,12.982177,77.7409,Thursday,5,Moderate,Haze,Wet,Bicycle,Unknown,No Injury,Drunk Driving,Jumping Signal,0,0,ITPL Main Road,10712,53.23,30.0,1,42.9,96.74,Thursday,Morning,3,12,0
9234,2023-12-23 07:00:00,Koramangala,12.935677,77.629473,Saturday,7,Moderate,Overcast,Potholes,Truck,Moderate,Minor,Ignoring Signal,Unknown,0,1,80 Feet Road,15504,44.14,30.0,3,58.62,77.33,Saturday,Morning,5,12,1
9235,2023-09-07 14:34:00,HSR Layout,12.908583,77.651705,Thursday,14,Light,Clear,Potholes,Truck,Minor,Minor,Speeding,Jumping Signal,0,1,27th Main Road,36935,24.81,59.0,0,78.12,55.56,Thursday,Afternoon,3,9,0
9236,2023-05-30 14:14:00,Indiranagar,12.978675,77.645275,Tuesday,14,Moderate,Foggy,Under Construction,Bus,Unknown,No Injury,Speeding,Jumping Signal,0,0,CMH Road,16168,43.74,30.0,0,49.94,85.13,Tuesday,Afternoon,1,5,0
9237,2023-10-17 01:24:00,HSR Layout,12.922363,77.634263,Tuesday,1,Moderate,Haze,Dry,Bicycle,Moderate,Minor,Ignoring Signal,Jumping Signal,0,2,Outer Ring Road,58360,9.34,96.94,0,33.75,64.91,Tuesday,Night,1,10,0
9238,2023-03-29 05:00:00,Jayanagar,12.941524,77.581953,Wednesday,5,Moderate,Foggy,Wet,Bicycle,Minor,Minor,Drunk Driving,Jumping Signal,0,1,South End Circle,53671,11.36,91.12,0,51.64,59.75,Wednesday,Morning,2,3,0
9239,2023-10-26 17:29:00,Jayanagar,12.923549,77.579492,Thursday,17,Heavy,Haze,Wet,Motorcycle,Moderate,Minor,Ignoring Signal,Jumping Signal,0,2,4th Block Complex,33155,24.58,49.97,0,38.96,61.35,Thursday,Evening,3,10,0
9240,2023-05-13 03:49:00,Indiranagar,12.977163,77.648425,Saturday,3,Moderate,Overcast,Wet,Truck,Unknown,No Injury,Drunk Driving,No Helmet,0,0,CMH Road,53661,14.77,83.21,0,56.9,94.53,Saturday,Night,5,5,1
9241,2023-06-18 21:24:00,Jayanagar,12.944871,77.587345,Sunday,21,Light,Clear,Potholes,Truck,Minor,Minor,Speeding,No Helmet,0,2,4th Block Complex,50997,12.93,79.96,0,74.1,75.48,Sunday,Night,6,6,1
9242,2023-12-21 17:17:00,Koramangala,12.93168,77.618853,Thursday,17,Heavy,Raining,Potholes,Auto Rickshaw,Moderate,Minor,Distracted Driving,No Helmet,0,1,Sony World Junction,34482,28.74,47.88,0,74.57,87.53,Thursday,Evening,3,12,0
9243,2023-05-08 15:05:00,Koramangala,12.936667,77.629689,Monday,15,Light,Raining,Potholes,Motorcycle,Unknown,No Injury,Ignoring Signal,Unknown,0,0,80 Feet Road,17098,44.92,30.0,0,78.52,95.2,Monday,Afternoon,0,5,0
9244,2023-04-17 23:29:00,Whitefield,12.972326,77.732295,Monday,23,Light,Haze,Wet,Bicycle,Moderate,Minor,Ignoring Signal,Jumping Signal,0,2,Marathahalli Bridge,26292,35.22,36.72,2,43.77,71.8,Monday,Night,0,4,0
9245,2023-12-20 08:30:00,Indiranagar,12.985165,77.644989,Wednesday,8,Heavy,Raining,Potholes,Car,Minor,Minor,Ignoring Signal,Jumping Signal,0,2,CMH Road,27239,28.7,43.38,0,43.99,54.68,Wednesday,Morning,2,12,0
9246,2023-12-12 18:29:00,Koramangala,12.944924,77.617553,Tuesday,18,Very Heavy,Raining,Potholes,Auto Rickshaw,Moderate,Serious,Speeding,Unknown,0,4,80 Feet Road,12950,49.61,30.0,4,32.27,65.18,Tuesday,Evening,1,12,0
9247,2023-09-13 08:26:00,HSR Layout,12.918695,77.653494,Wednesday,8,Very Heavy,Overcast,Wet,Truck,Moderate,Serious,Drunk Driving,No Helmet,0,4,27th Main Road,51186,10.56,76.81,1,73.34,54.15,Wednesday,Morning,2,9,0
9248,2023-07-11 05:21:00,Whitefield,12.968365,77.765226,Tuesday,5,Light,Clear,Potholes,Auto Rickshaw,Severe,Serious,Distracted Driving,Jumping Signal,0,4,Marathahalli Bridge,27309,29.78,47.25,1,63.94,51.17,Tuesday,Morning,1,7,0
9249,2023-02-26 20:02:00,Indiranagar,12.971743,77.64615,Sunday,20,Very Heavy,Overcast,Wet,Bicycle,Minor,Minor,Ignoring Signal,Unknown,0,2,100 Feet Road,50100,6.7,85.34,1,76.78,73.41,Sunday,Evening,6,2,1
9250,2023-08-18 13:45:00,Jayanagar,12.929199,77.596019,Friday,13,Light,Haze,Under Construction,Auto Rickshaw,Minor,Minor,Distracted Driving,Jumping Signal,0,2,4th Block Complex,5468,53.75,30.0,0,50.79,91.13,Friday,Afternoon,4,8,0
9251,2023-02-01 15:34:00,HSR Layout,12.915341,77.649676,Wednesday,15,Moderate,Cloudy,Under Construction,Car,Moderate,Serious,Speeding,No Helmet,0,3,27th Main Road,7871,55.82,30.0,0,37.19,94.75,Wednesday,Afternoon,2,2,0
9252,2023-10-02 07:50:00,Jayanagar,12.93894,77.578785,Monday,7,Moderate,Cloudy,Dry,Car,Minor,Minor,Speeding,Unknown,0,1,South End Circle,17108,41.8,30.0,0,72.47,83.77,Monday,Morning,0,10,0
9253,2023-09-08 01:00:00,HSR Layout,12.908691,77.654396,Friday,1,Moderate,Foggy,Dry,Truck,Moderate,Minor,Speeding,Jumping Signal,0,1,Outer Ring Road,8678,52.98,30.0,0,42.0,60.32,Friday,Night,4,9,0
9254,2023-11-03 07:58:00,Jayanagar,12.923983,77.591719,Friday,7,Light,Haze,Wet,Car,Severe,Serious,Speeding,Jumping Signal,0,1,4th Block Complex,9829,53.9,30.0,0,31.18,78.54,Friday,Morning,4,11,0
9255,2023-01-06 20:20:00,HSR Layout,12.906619,77.637095,Friday,20,Very Heavy,Clear,Under Construction,Auto Rickshaw,Moderate,Minor,Ignoring Signal,Jumping Signal,0,1,27th Main Road,51062,13.23,85.37,0,35.02,63.53,Friday,Evening,4,1,0
9256,2023-10-19 18:16:00,Jayanagar,12.935356,77.575918,Thursday,18,Very Heavy,Cloudy,Potholes,Bicycle,Moderate,Minor,Distracted Driving,Unknown,0,1,South End Circle,42555,20.98,67.66,0,39.34,61.82,Thursday,Evening,3,10,0
9257,2023-05-24 18:48:00,Whitefield,12.959164,77.756778,Wednesday,18,Heavy,Raining,Wet,Truck,Severe,Serious,Drunk Driving,Jumping Signal,0,4,Marathahalli Bridge,19151,43.21,30.0,0,45.97,59.99,Wednesday,Evening,2,5,0
9258,2023-08-23 12:47:00,Jayanagar,12.933283,77.592163,Wednesday,12,Light,Overcast,Wet,Bicycle,Severe,Serious,Speeding,No Helmet,0,1,4th Block Complex,29587,31.99,43.93,0,75.69,57.84,Wednesday,Afternoon,2,8,0
9259,2023-10-04 02:34:00,Koramangala,12.941666,77.621858,Wednesday,2,Light,Clear,Potholes,Bus,Minor,Minor,Drunk Driving,No Helmet,0,2,80 Feet Road,20716,43.32,31.09,1,45.62,64.57,Wednesday,Night,2,10,0
9260,2023-07-07 01:57:00,Koramangala,12.93502,77.618982,Friday,1,Moderate,Raining,Dry,Motorcycle,Moderate,Minor,Distracted Driving,Jumping Signal,0,1,80 Feet Road,32328,29.9,51.6,0,59.97,70.36,Friday,Night,4,7,0
9261,2023-02-10 14:16:00,Koramangala,12.936359,77.628874,Friday,14,Moderate,Clear,Wet,Auto Rickshaw,Moderate,Minor,Speeding,Overspeeding,0,2,80 Feet Road,45302,19.15,68.97,0,44.98,96.01,Friday,Afternoon,4,2,0
9262,2023-04-21 23:04:00,Jayanagar,12.939326,77.583889,Friday,23,Light,Haze,Potholes,Bicycle,Minor,Minor,Speeding,Unknown,0,2,4th Block Complex,48930,8.52,81.9,1,38.3,73.03,Friday,Night,4,4,0
9263,2023-10-20 03:35:00,HSR Layout,12.925055,77.642513,Friday,3,Moderate,Cloudy,Wet,Car,Minor,Minor,Distracted Driving,Overspeeding,0,1,27th Main Road,40151,16.33,63.19,0,51.33,99.34,Friday,Night,4,10,0
9264,2023-10-21 21:35:00,HSR Layout,12.912908,77.630149,Saturday,21,Moderate,Haze,Wet,Motorcycle,Minor,Minor,Speeding,Jumping Signal,0,1,27th Main Road,20439,38.79,37.28,0,38.51,84.32,Saturday,Night,5,10,1
9265,2023-11-20 08:48:00,Jayanagar,12.933423,77.577403,Monday,8,Very Heavy,Clear,Under Construction,Motorcycle,Moderate,Minor,Drunk Driving,No Helmet,0,1,South End Circle,58000,13.96,87.04,0,77.93,72.76,Monday,Morning,0,11,0
9266,2023-04-17 04:53:00,Whitefield,12.994202,77.76505,Monday,4,Light,Raining,Under Construction,Bus,Unknown,No Injury,Speeding,Jumping Signal,0,0,Marathahalli Bridge,26292,35.22,36.72,2,43.77,71.8,Monday,Night,0,4,0
9267,2023-04-14 01:56:00,Jayanagar,12.932322,77.576262,Friday,1,Moderate,Cloudy,Under Construction,Motorcycle,Moderate,Minor,Drunk Driving,Jumping Signal,0,2,South End Circle,22964,40.35,35.21,0,53.2,50.71,Friday,Night,4,4,0
9268,2023-10-15 13:37:00,Koramangala,12.935363,77.624637,Sunday,13,Light,Overcast,Under Construction,Car,Moderate,Minor,Distracted Driving,No Helmet,0,1,Sony World Junction,38414,24.26,58.1,0,44.43,89.65,Sunday,Afternoon,6,10,1
9269,2023-04-02 15:05:00,Indiranagar,12.983842,77.643641,Sunday,15,Light,Raining,Wet,Truck,Moderate,Minor,Speeding,Jumping Signal,0,2,100 Feet Road,45940,15.91,74.71,0,74.74,85.46,Sunday,Afternoon,6,4,1
9270,2023-02-07 17:38:00,HSR Layout,12.918368,77.631142,Tuesday,17,Very Heavy,Clear,Dry,Motorcycle,Moderate,Minor,Distracted Driving,Unknown,0,2,27th Main Road,8288,55.42,30.0,1,69.18,81.74,Tuesday,Evening,1,2,0
9271,2023-10-09 21:58:00,Jayanagar,12.940643,77.594433,Monday,21,Moderate,Raining,Potholes,Auto Rickshaw,Minor,Minor,Speeding,Overspeeding,0,2,South End Circle,58783,11.96,92.41,0,77.71,71.63,Monday,Night,0,10,0
9272,2023-11-27 02:51:00,Whitefield,12.957835,77.728618,Monday,2,Moderate,Cloudy,Potholes,Bicycle,Minor,Minor,Speeding,Jumping Signal,0,2,Marathahalli Bridge,19282,45.44,30.0,0,36.3,73.09,Monday,Night,0,11,0
9273,2023-11-09 14:57:00,Koramangala,12.940298,77.627294,Thursday,14,Moderate,Clear,Potholes,Bus,Severe,Serious,Drunk Driving,Jumping Signal,0,2,80 Feet Road,7853,49.41,30.0,1,59.77,63.27,Thursday,Afternoon,3,11,0
9274,2023-01-05 23:23:00,Koramangala,12.934099,77.614944,Thursday,23,Moderate,Foggy,Wet,Car,Severe,Serious,Distracted Driving,Jumping Signal,0,1,80 Feet Road,53261,11.35,93.08,0,61.75,92.29,Thursday,Night,3,1,0
9275,2023-06-17 16:35:00,HSR Layout,12.918961,77.642036,Saturday,16,Moderate,Clear,Potholes,Bicycle,Severe,Fatal,Distracted Driving,No Helmet,1,2,27th Main Road,18827,43.82,33.12,0,42.15,75.46,Saturday,Afternoon,5,6,1
9276,2023-10-24 10:54:00,Jayanagar,12.932605,77.574494,Tuesday,10,Heavy,Clear,Potholes,Bicycle,Moderate,Minor,Drunk Driving,No Helmet,0,2,South End Circle,56063,13.62,91.81,0,61.96,72.28,Tuesday,Morning,1,10,0
9277,2023-05-31 02:57:00,Koramangala,12.932797,77.622639,Wednesday,2,Moderate,Clear,Under Construction,Bicycle,Minor,Minor,Speeding,Jumping Signal,0,1,Sony World Junction,34023,27.77,47.64,0,42.47,53.88,Wednesday,Night,2,5,0
9278,2023-06-02 23:23:00,Jayanagar,12.922725,77.579996,Friday,23,Moderate,Haze,Wet,Bus,Unknown,No Injury,Distracted Driving,Jumping Signal,0,0,South End Circle,53652,8.96,89.29,2,56.28,72.38,Friday,Night,4,6,0
9279,2023-04-16 13:03:00,Whitefield,12.980039,77.754728,Sunday,13,Moderate,Overcast,Potholes,Bus,Moderate,Minor,Speeding,Jumping Signal,0,2,ITPL Main Road,32400,24.96,58.51,2,46.6,87.41,Sunday,Afternoon,6,4,1
9280,2023-01-03 20:17:00,Whitefield,12.994631,77.746383,Tuesday,20,Heavy,Clear,Under Construction,Motorcycle,Moderate,Minor,Drunk Driving,Overspeeding,0,1,Marathahalli Bridge,11111,44.15,30.0,0,49.08,98.19,Tuesday,Evening,1,1,0
9281,2023-06-22 18:46:00,Jayanagar,12.937581,77.576547,Thursday,18,Heavy,Clear,Potholes,Car,Moderate,Serious,Ignoring Signal,Overspeeding,0,3,South End Circle,59218,14.83,100.0,0,66.64,50.48,Thursday,Evening,3,6,0
9282,2023-04-07 15:18:00,Koramangala,12.939385,77.620866,Friday,15,Light,Overcast,Wet,Auto Rickshaw,Moderate,Minor,Ignoring Signal,Overspeeding,0,1,Sony World Junction,29424,26.9,50.06,2,82.98,87.15,Friday,Afternoon,4,4,0
9283,2023-03-02 06:35:00,Koramangala,12.942561,77.617962,Thursday,6,Light,Raining,Potholes,Truck,Moderate,Minor,Ignoring Signal,Unknown,0,2,Sony World Junction,55966,9.4,88.75,0,69.51,93.92,Thursday,Morning,3,3,0
9284,2023-05-27 07:06:00,HSR Layout,12.916086,77.639238,Saturday,7,Moderate,Foggy,Wet,Truck,Moderate,Serious,Distracted Driving,No Helmet,0,2,Outer Ring Road,14137,45.54,30.0,0,49.44,83.99,Saturday,Morning,5,5,1
9285,2023-08-22 02:52:00,Indiranagar,12.980689,77.648872,Tuesday,2,Moderate,Raining,Dry,Bus,Minor,Minor,Distracted Driving,No Helmet,0,2,CMH Road,6862,53.1,30.0,0,78.11,84.98,Tuesday,Night,1,8,0
9286,2023-03-07 21:05:00,Indiranagar,12.980743,77.638226,Tuesday,21,Light,Cloudy,Under Construction,Motorcycle,Severe,Serious,Drunk Driving,No Helmet,0,2,CMH Road,10566,54.36,30.0,0,44.01,97.05,Tuesday,Night,1,3,0
9287,2023-11-03 13:02:00,Koramangala,12.941315,77.626876,Friday,13,Moderate,Raining,Wet,Auto Rickshaw,Moderate,Serious,Drunk Driving,No Helmet,0,1,Sony World Junction,30147,32.29,43.71,0,71.91,81.75,Friday,Afternoon,4,11,0
9288,2023-03-30 09:46:00,Whitefield,12.986426,77.736261,Thursday,9,Heavy,Clear,Dry,Bus,Moderate,Serious,Speeding,Overspeeding,0,1,Marathahalli Bridge,43079,14.06,68.9,1,37.19,53.7,Thursday,Morning,3,3,0
9289,2023-02-12 00:21:00,HSR Layout,12.92282,77.645536,Sunday,0,Light,Foggy,Under Construction,Car,Moderate,Minor,Ignoring Signal,Jumping Signal,0,2,27th Main Road,52707,5.45,86.09,0,73.13,54.24,Sunday,Night,6,2,1
9290,2023-02-21 22:25:00,Jayanagar,12.932207,77.576226,Tuesday,22,Light,Haze,Under Construction,Truck,Moderate,Minor,Speeding,Jumping Signal,0,2,South End Circle,6857,50.3,30.0,0,60.91,92.84,Tuesday,Night,1,2,0
9291,2023-08-02 02:14:00,Koramangala,12.932794,77.628501,Wednesday,2,Light,Haze,Under Construction,Motorcycle,Moderate,Minor,Speeding,Overspeeding,0,1,Sony World Junction,14838,42.6,30.0,0,78.96,70.98,Wednesday,Night,2,8,0
9292,2023-11-28 13:08:00,HSR Layout,12.910205,77.641782,Tuesday,13,Moderate,Raining,Dry,Auto Rickshaw,Minor,Minor,Drunk Driving,Unknown,0,2,27th Main Road,46527,9.99,82.29,0,33.97,62.41,Tuesday,Afternoon,1,11,0
9293,2023-04-17 14:47:00,Indiranagar,12.978321,77.653904,Monday,14,Moderate,Raining,Under Construction,Car,Moderate,Minor,Distracted Driving,Unknown,0,1,100 Feet Road,23454,31.82,41.19,0,56.55,52.5,Monday,Afternoon,0,4,0
9294,2023-04-03 03:47:00,Jayanagar,12.943354,77.580698,Monday,3,Moderate,Overcast,Dry,Auto Rickshaw,Moderate,Minor,Speeding,No Helmet,0,2,4th Block Complex,19335,37.5,30.0,0,60.6,66.79,Monday,Night,0,4,0
9295,2023-12-09 15:23:00,Whitefield,12.986133,77.726544,Saturday,15,Moderate,Foggy,Under Construction,Motorcycle,Severe,Fatal,Distracted Driving,Jumping Signal,1,2,ITPL Main Road,22463,32.87,40.42,0,78.02,78.85,Saturday,Afternoon,5,12,1
9296,2023-03-15 04:55:00,HSR Layout,12.921501,77.650426,Wednesday,4,Light,Clear,Dry,Car,Moderate,Serious,Drunk Driving,Jumping Signal,0,3,27th Main Road,56063,10.98,98.11,0,42.78,69.96,Wednesday,Night,2,3,0
9297,2023-04-04 16:33:00,Koramangala,12.934283,77.624388,Tuesday,16,Light,Cloudy,Potholes,Truck,Moderate,Serious,Drunk Driving,No Helmet,0,4,80 Feet Road,17027,47.23,30.0,0,33.65,78.24,Tuesday,Afternoon,1,4,0
9298,2023-03-19 08:17:00,HSR Layout,12.915324,77.636376,Sunday,8,Very Heavy,Clear,Under Construction,Bus,Moderate,Minor,Ignoring Signal,Unknown,0,2,Outer Ring Road,59665,11.89,95.89,0,33.58,92.31,Sunday,Morning,6,3,1
9299,2023-12-17 12:57:00,Whitefield,12.972399,77.726674,Sunday,12,Light,Clear,Potholes,Truck,Minor,Minor,Drunk Driving,No Helmet,0,1,Marathahalli Bridge,10150,47.47,30.0,0,82.51,85.09,Sunday,Afternoon,6,12,1
9300,2023-10-13 23:20:00,HSR Layout,12.908487,77.64478,Friday,23,Light,Foggy,Under Construction,Truck,Minor,Minor,Distracted Driving,Unknown,0,2,27th Main Road,48592,13.83,81.6,1,39.02,89.28,Friday,Night,4,10,0
9301,2023-05-03 16:27:00,Koramangala,12.935245,77.618854,Wednesday,16,Moderate,Haze,Dry,Auto Rickshaw,Moderate,Minor,Ignoring Signal,Overspeeding,0,2,80 Feet Road,20567,39.16,30.0,0,78.83,72.86,Wednesday,Afternoon,2,5,0
9302,2023-11-14 00:59:00,Whitefield,12.956166,77.739586,Tuesday,0,Light,Raining,Under Construction,Auto Rickshaw,Moderate,Minor,Drunk Driving,Unknown,0,1,ITPL Main Road,51376,11.04,77.88,2,59.43,82.11,Tuesday,Night,1,11,0
9303,2023-11-30 07:06:00,Whitefield,12.981919,77.760109,Thursday,7,Moderate,Raining,Wet,Bicycle,Moderate,Minor,Distracted Driving,Overspeeding,0,2,Marathahalli Bridge,26488,32.23,47.68,3,81.29,68.81,Thursday,Morning,3,11,0
9304,2023-01-11 10:19:00,Koramangala,12.927935,77.627742,Wednesday,10,Heavy,Overcast,Potholes,Truck,Minor,Minor,Distracted Driving,No Helmet,0,2,Sony World Junction,40661,22.54,59.86,0,76.27,58.46,Wednesday,Morning,2,1,0
9305,2023-09-23 08:12:00,Indiranagar,12.978249,77.63558,Saturday,8,Very Heavy,Raining,Dry,Bus,Minor,Minor,Ignoring Signal,No Helmet,0,1,CMH Road,17951,45.36,30.0,1,80.45,59.01,Saturday,Morning,5,9,1
9306,2023-01-08 01:39:00,Indiranagar,12.983492,77.648545,Sunday,1,Moderate,Foggy,Under Construction,Auto Rickshaw,Moderate,Minor,Speeding,Jumping Signal,0,2,100 Feet Road,8596,49.72,30.0,0,78.73,64.8,Sunday,Night,6,1,1
9307,2023-06-03 07:31:00,Whitefield,12.958102,77.742153,Saturday,7,Moderate,Haze,Under Construction,Bus,Moderate,Minor,Distracted Driving,Overspeeding,0,1,ITPL Main Road,35644,28.07,63.19,1,60.94,71.22,Saturday,Morning,5,6,1
9308,2023-03-21 23:58:00,HSR Layout,12.924706,77.641414,Tuesday,23,Moderate,Overcast,Under Construction,Bus,Minor,Minor,Distracted Driving,Jumping Signal,0,1,27th Main Road,18016,41.55,30.0,0,46.27,52.86,Tuesday,Night,1,3,0
9309,2023-06-25 09:03:00,HSR Layout,12.907883,77.643963,Sunday,9,Very Heavy,Overcast,Wet,Car,Minor,Minor,Ignoring Signal,Jumping Signal,0,1,27th Main Road,48719,13.14,79.88,2,51.14,79.25,Sunday,Morning,6,6,1
9310,2023-05-04 12:06:00,HSR Layout,12.919855,77.65385,Thursday,12,Light,Clear,Wet,Truck,Moderate,Minor,Distracted Driving,Unknown,0,2,27th Main Road,45401,19.39,72.83,0,84.79,72.29,Thursday,Afternoon,3,5,0
9311,2023-04-05 22:08:00,Whitefield,12.972189,77.725987,Wednesday,22,Light,Cloudy,Potholes,Bus,Moderate,Minor,Speeding,No Helmet,0,1,ITPL Main Road,38436,22.7,62.36,0,50.8,58.54,Wednesday,Night,2,4,0
9312,2023-12-01 02:24:00,Jayanagar,12.936329,77.581707,Friday,2,Moderate,Foggy,Dry,Motorcycle,Moderate,Serious,Ignoring Signal,Overspeeding,0,4,South End Circle,49513,9.12,83.42,4,81.21,97.79,Friday,Night,4,12,0
9313,2023-10-23 05:05:00,Indiranagar,12.976542,77.640296,Monday,5,Moderate,Clear,Under Construction,Car,Unknown,No Injury,Distracted Driving,Jumping Signal,0,0,CMH Road,54210,10.68,80.42,0,31.96,52.75,Monday,Morning,0,10,0
9314,2023-02-14 20:45:00,Whitefield,12.962092,77.752502,Tuesday,20,Heavy,Haze,Under Construction,Bicycle,Minor,Minor,Speeding,Jumping Signal,0,2,Marathahalli Bridge,20053,35.78,31.8,0,60.84,71.82,Tuesday,Evening,1,2,0
9315,2023-07-11 19:59:00,HSR Layout,12.914507,77.644928,Tuesday,19,Very Heavy,Clear,Wet,Truck,Unknown,No Injury,Speeding,Unknown,0,0,27th Main Road,42781,13.84,68.92,0,41.88,96.93,Tuesday,Evening,1,7,0
9316,2023-12-15 09:16:00,HSR Layout,12.924699,77.644903,Friday,9,Very Heavy,Foggy,Potholes,Truck,Severe,Serious,Speeding,Unknown,0,2,27th Main Road,16246,46.38,30.0,0,30.56,51.38,Friday,Morning,4,12,0
9317,2023-09-19 02:27:00,Whitefield,12.986086,77.742551,Tuesday,2,Light,Overcast,Potholes,Truck,Severe,Serious,Distracted Driving,Unknown,0,4,ITPL Main Road,12241,49.64,30.0,0,36.99,82.98,Tuesday,Night,1,9,0
9318,2023-02-06 15:04:00,Whitefield,12.973832,77.757285,Monday,15,Moderate,Cloudy,Potholes,Car,Moderate,Serious,Distracted Driving,No Helmet,0,3,Marathahalli Bridge,21497,34.54,30.0,0,78.11,72.65,Monday,Afternoon,0,2,0
9319,2023-03-15 20:40:00,Jayanagar,12.925512,77.579797,Wednesday,20,Heavy,Overcast,Potholes,Bus,Moderate,Minor,Ignoring Signal,Unknown,0,2,South End Circle,28091,33.29,50.34,0,38.58,93.57,Wednesday,Evening,2,3,0
9320,2023-07-12 00:19:00,HSR Layout,12.911302,77.631265,Wednesday,0,Moderate,Clear,Wet,Car,Moderate,Serious,Distracted Driving,No Helmet,0,4,27th Main Road,59421,10.75,100.0,0,52.55,71.23,Wednesday,Night,2,7,0
9321,2023-09-04 21:47:00,Koramangala,12.937623,77.615849,Monday,21,Moderate,Overcast,Under Construction,Motorcycle,Moderate,Minor,Drunk Driving,Overspeeding,0,2,80 Feet Road,52777,9.32,79.83,0,57.02,72.55,Monday,Night,0,9,0
9322,2023-08-06 01:38:00,Indiranagar,12.97733,77.644233,Sunday,1,Moderate,Raining,Dry,Truck,Minor,Minor,Drunk Driving,Jumping Signal,0,1,100 Feet Road,9096,46.57,30.0,0,41.23,56.73,Sunday,Night,6,8,1
9323,2023-11-15 22:43:00,Jayanagar,12.941927,77.59055,Wednesday,22,Moderate,Raining,Under Construction,Bus,Minor,Minor,Distracted Driving,Unknown,0,1,4th Block Complex,8449,49.31,30.0,1,43.45,72.33,Wednesday,Night,2,11,0
9324,2023-04-29 09:34:00,Indiranagar,12.972837,77.65077,Saturday,9,Very Heavy,Overcast,Under Construction,Bus,Severe,Serious,Drunk Driving,Overspeeding,0,2,CMH Road,8960,49.41,30.0,0,68.04,63.32,Saturday,Morning,5,4,1
9325,2023-11-04 12:57:00,Whitefield,12.96137,77.72903,Saturday,12,Moderate,Cloudy,Under Construction,Truck,Moderate,Serious,Ignoring Signal,No Helmet,0,1,Marathahalli Bridge,31065,30.38,48.82,0,58.75,94.03,Saturday,Afternoon,5,11,1
9326,2023-09-27 09:57:00,HSR Layout,12.917343,77.648488,Wednesday,9,Heavy,Haze,Potholes,Truck,Moderate,Serious,Drunk Driving,No Helmet,0,1,27th Main Road,58298,7.61,96.83,0,81.4,89.56,Wednesday,Morning,2,9,0
9327,2023-01-15 19:36:00,Indiranagar,12.982043,77.645294,Sunday,19,Very Heavy,Raining,Dry,Auto Rickshaw,Minor,Minor,Speeding,Unknown,0,1,100 Feet Road,52244,14.5,77.6,0,32.42,50.26,Sunday,Evening,6,1,1
9328,2023-09-25 09:54:00,Jayanagar,12.943514,77.592469,Monday,9,Very Heavy,Clear,Potholes,Bicycle,Moderate,Serious,Distracted Driving,Unknown,0,2,South End Circle,39729,16.39,68.33,1,40.71,50.08,Monday,Morning,0,9,0
9329,2023-12-15 03:56:00,Whitefield,12.955424,77.760039,Friday,3,Moderate,Cloudy,Wet,Auto Rickshaw,Unknown,No Injury,Drunk Driving,Unknown,0,0,Marathahalli Bridge,52340,13.07,86.0,0,38.62,50.22,Friday,Night,4,12,0
9330,2023-06-24 20:04:00,HSR Layout,12.926556,77.648097,Saturday,20,Very Heavy,Cloudy,Dry,Truck,Severe,Serious,Drunk Driving,Overspeeding,0,3,27th Main Road,15700,48.87,30.0,0,67.45,77.77,Saturday,Evening,5,6,1
9331,2023-10-30 22:34:00,Indiranagar,12.983076,77.639109,Monday,22,Light,Haze,Under Construction,Auto Rickshaw,Moderate,Serious,Distracted Driving,Overspeeding,0,4,100 Feet Road,42206,16.93,65.12,0,53.16,95.8,Monday,Night,0,10,0
9332,2023-01-03 18:58:00,Koramangala,12.941297,77.623579,Tuesday,18,Heavy,Clear,Wet,Car,Moderate,Minor,Distracted Driving,Unknown,0,1,Sony World Junction,14536,44.64,30.0,1,71.25,66.64,Tuesday,Evening,1,1,0
9333,2023-02-26 17:28:00,HSR Layout,12.90856,77.639741,Sunday,17,Very Heavy,Foggy,Dry,Car,Unknown,No Injury,Drunk Driving,Unknown,0,0,27th Main Road,51977,8.99,88.22,0,67.59,63.67,Sunday,Evening,6,2,1
9334,2023-06-06 14:04:00,Koramangala,12.944845,77.624904,Tuesday,14,Light,Foggy,Under Construction,Motorcycle,Minor,Minor,Distracted Driving,Unknown,0,1,80 Feet Road,55545,7.91,90.51,1,73.96,55.55,Tuesday,Afternoon,1,6,0
