record_id,Timestamp,Location,Latitude,Longitude,Day_of_Week,Hour_of_Day,Incident_Congestion,Weather_Condition,Road_Condition,Vehicle_Type,Vehicle_Damage,Accident_Severity,Accident_Reason,Driver_Violation,Number_of_Deaths,Number_of_Injuries,Summary_Road_Name,Daily_Traffic_Volume,Daily_Average_Speed,Daily_Congestion_Level,Daily_Incident_Reports,Daily_Public_Transport_Usage,Daily_Parking_Usage
10354,12/11/2023 3:18,HSR Layout,12.836888,77.642543,Monday,3,Moderate,Haze,Potholes,Auto Rickshaw,Severe,Serious,Distracted Driving,None,0,3,Outer Ring Road,31292,31.22,47.16,0,58.11,51.96
10355,9/29/2023 3:32,Whitefield,12.930348,77.486094,Friday,3,Light,Clear,Potholes,Auto Rickshaw,Moderate,Minor,Ignoring Signal,Overspeeding,0,1,ITPL Main Road,26080,32.66,39.57,0,34.89,65.83
10356,12/24/2023 11:10,Indiranagar,12.906621,77.692366,Sunday,11,Heavy,Raining,Potholes,Bus,Moderate,Minor,Ignoring Signal,None,0,2,CMH Road,42896,21.02,73.46,0,49.8,59.37
10357,9/13/2023 17:51,Indiranagar,12.889385,77.676967,Wednesday,17,Very Heavy,Overcast,Potholes,Motorcycle,Minor,Minor,Ignoring Signal,Jumping Signal,0,2,CMH Road,40934,16.64,59.79,4,55.87,89.12
10358,9/29/2023 22:54,Jayanagar,12.981416,77.486024,Friday,22,Light,Foggy,Potholes,Auto Rickshaw,Minor,Minor,Drunk Driving,Overspeeding,0,1,South End Circle,45252,17.31,75.25,0,78.63,53.15
10359,9/10/2023 21:56,Indiranagar,13.107076,77.603615,Sunday,21,Light,Cloudy,Potholes,Truck,Minor,Minor,Speeding,No Helmet,0,2,100 Feet Road,55820,11.62,89.24,1,39.16,86.79
10360,7/31/2023 15:48,Indiranagar,12.879617,77.606301,Monday,15,Moderate,Overcast,Potholes,Truck,Moderate,Minor,Ignoring Signal,None,0,2,CMH Road,55461,11.76,95.23,0,61.73,83.94
10361,5/29/2023 21:38,HSR Layout,13.087481,77.498729,Monday,21,Light,Raining,Potholes,Car,Minor,Minor,Ignoring Signal,Overspeeding,0,2,Outer Ring Road,20037,42.75,31.67,0,63.42,97.33
10362,1/3/2023 6:15,Indiranagar,12.97464,77.591936,Tuesday,6,Light,Raining,Wet,Motorcycle,Severe,Serious,Ignoring Signal,No Helmet,0,4,100 Feet Road,23980,36.76,32.62,0,81.16,56.35
10363,9/1/2023 8:25,Whitefield,13.077997,77.524171,Friday,8,Very Heavy,Overcast,Wet,Car,Moderate,Minor,Speeding,None,0,1,ITPL Main Road,50620,8.37,88.16,0,31.34,67.88
10364,7/3/2023 2:25,Koramangala,12.856583,77.500475,Monday,2,Light,Raining,Wet,Bus,Moderate,Serious,Speeding,None,0,3,Sony World Junction,58684,13.2,100,2,54.25,97.16
10365,8/24/2023 1:30,Koramangala,12.932618,77.528036,Thursday,1,Moderate,Cloudy,Wet,Bus,Moderate,Serious,Drunk Driving,None,0,4,Sony World Junction,21250,34.11,30,0,59.51,55.28
10366,4/7/2023 8:08,Jayanagar,13.057412,77.462779,Friday,8,Very Heavy,Cloudy,Dry,Bus,Moderate,Minor,Distracted Driving,No Helmet,0,1,South End Circle,56352,7.18,84.33,1,42.36,59.4
10367,9/13/2023 10:43,Whitefield,13.051372,77.476482,Wednesday,10,Very Heavy,Clear,Wet,Truck,Minor,Minor,Speeding,Overspeeding,0,1,ITPL Main Road,28303,33.89,39.08,0,77.43,64.98
10368,7/18/2023 6:17,HSR Layout,13.051045,77.703167,Tuesday,6,Light,Overcast,Under Construction,Auto Rickshaw,Minor,Minor,Ignoring Signal,Overspeeding,0,2,Outer Ring Road,41112,14.98,67.86,0,54.15,93.91
10369,1/10/2023 20:25,Whitefield,12.96591,77.513982,Tuesday,20,Very Heavy,Haze,Potholes,Car,None,No Injury,Speeding,Jumping Signal,0,0,Marathahalli Bridge,36898,27.5,51.79,0,73.35,51.55
10370,12/2/2023 15:13,Jayanagar,13.045378,77.494279,Saturday,15,Moderate,Foggy,Potholes,Truck,Moderate,Minor,Drunk Driving,Jumping Signal,0,1,South End Circle,36894,27.9,63.56,0,72.55,51.03
10371,2/20/2023 10:32,HSR Layout,13.066748,77.636728,Monday,10,Heavy,Cloudy,Dry,Bicycle,Moderate,Minor,Distracted Driving,None,0,2,27th Main Road,43989,16.56,68.72,0,66.67,88.49
10372,12/17/2023 13:56,Indiranagar,12.96966,77.51924,Sunday,13,Light,Overcast,Wet,Truck,Moderate,Minor,Drunk Driving,None,0,1,CMH Road,24501,30.96,41.61,0,61.61,64.54
10373,2/12/2023 17:13,Whitefield,12.894656,77.572636,Sunday,17,Very Heavy,Haze,Potholes,Car,Moderate,Minor,Drunk Driving,None,0,2,ITPL Main Road,25415,36.8,44.57,1,61.76,95.31
10374,7/30/2023 7:17,Jayanagar,13.026022,77.487223,Sunday,7,Light,Clear,Dry,Bicycle,Moderate,Serious,Ignoring Signal,Jumping Signal,0,3,4th Block Complex,20326,34.79,30,0,61.4,60.03
10375,6/17/2023 16:06,Koramangala,13.095219,77.467084,Saturday,16,Moderate,Foggy,Dry,Car,Minor,Minor,Drunk Driving,Overspeeding,0,1,80 Feet Road,50455,14.89,82.72,1,56.97,95.37
10376,4/30/2023 12:02,HSR Layout,12.947209,77.530429,Sunday,12,Light,Clear,Under Construction,Car,Severe,Serious,Speeding,No Helmet,0,3,27th Main Road,9880,49.96,30,0,79.24,51.27
10377,12/18/2023 5:44,Koramangala,12.996202,77.655589,Monday,5,Moderate,Cloudy,Dry,Truck,Minor,Minor,Distracted Driving,No Helmet,0,2,Sony World Junction,31145,28.43,54.31,0,53.22,82.75
10378,11/2/2023 15:10,Jayanagar,12.973128,77.626758,Thursday,15,Light,Overcast,Potholes,Bus,Moderate,Minor,Drunk Driving,None,0,2,South End Circle,37576,26.18,66.97,0,71.08,99.91
10379,8/11/2023 12:03,Whitefield,12.942866,77.537894,Friday,12,Light,Raining,Potholes,Motorcycle,Moderate,Minor,Distracted Driving,Jumping Signal,0,1,ITPL Main Road,53380,11.71,93.54,0,68.04,85.9
10380,9/8/2023 2:50,HSR Layout,12.883336,77.640209,Friday,2,Moderate,Raining,Dry,Truck,Minor,Minor,Speeding,Overspeeding,0,1,Outer Ring Road,8678,52.98,30,0,42,60.32
10381,4/14/2023 13:00,HSR Layout,13.011736,77.512379,Friday,13,Moderate,Foggy,Potholes,Truck,Minor,Minor,Ignoring Signal,None,0,2,Outer Ring Road,12446,48.81,30,0,80.18,50.11
10382,7/8/2023 5:11,Indiranagar,12.852598,77.654391,Saturday,5,Moderate,Cloudy,Dry,Bus,Moderate,Serious,Drunk Driving,No Helmet,0,1,100 Feet Road,58540,10.73,91.67,1,77.12,69
10383,10/3/2023 23:32,HSR Layout,13.029386,77.460283,Tuesday,23,Light,Foggy,Potholes,Truck,Severe,Serious,Distracted Driving,None,0,3,27th Main Road,35875,19.25,52.09,2,39.02,65.78
10384,1/10/2023 8:20,Indiranagar,12.95069,77.73587,Tuesday,8,Heavy,Raining,Potholes,Truck,Severe,Serious,Speeding,Jumping Signal,0,4,CMH Road,46172,14.58,77.18,0,65.48,86.25
10385,8/28/2023 1:50,Whitefield,12.872221,77.597908,Monday,1,Light,Haze,Dry,Car,Moderate,Serious,Drunk Driving,None,0,3,ITPL Main Road,24726,39.04,44.26,0,65.81,93.38
10386,3/13/2023 15:26,Koramangala,12.88503,77.651532,Monday,15,Light,Haze,Wet,Bicycle,Severe,Fatal,Speeding,No Helmet,1,3,Sony World Junction,55625,6,94.58,1,66.62,54.37
10387,7/23/2023 19:50,Koramangala,12.89311,77.540691,Sunday,19,Very Heavy,Cloudy,Wet,Bicycle,Minor,Minor,Ignoring Signal,Overspeeding,0,2,80 Feet Road,45514,11.71,73.51,0,56.74,81.21
10388,7/24/2023 6:28,HSR Layout,13.043829,77.544604,Monday,6,Light,Clear,Dry,Bus,Moderate,Minor,Speeding,Overspeeding,0,1,Outer Ring Road,5912,50.46,30,1,80.73,72.9
10389,3/31/2023 21:56,Whitefield,13.015685,77.638903,Friday,21,Light,Overcast,Wet,Bicycle,Minor,Minor,Speeding,No Helmet,0,1,Marathahalli Bridge,36614,23.75,52.42,1,50.12,72.59
10390,3/23/2023 11:32,Indiranagar,12.9041,77.633779,Thursday,11,Heavy,Haze,Under Construction,Bus,Minor,Minor,Distracted Driving,No Helmet,0,2,100 Feet Road,36470,20.78,53.64,0,43.49,52.82
10391,7/9/2023 10:38,HSR Layout,12.930843,77.562701,Sunday,10,Heavy,Overcast,Wet,Bus,None,No Injury,Ignoring Signal,None,0,0,27th Main Road,43537,13.83,76.14,1,39,75.29
10392,11/13/2023 18:53,Indiranagar,13.021527,77.709689,Monday,18,Very Heavy,Raining,Under Construction,Car,Moderate,Minor,Speeding,Jumping Signal,0,2,CMH Road,32437,25.45,56.19,1,67.26,67.6
10393,8/4/2023 15:51,Whitefield,13.064085,77.665758,Friday,15,Moderate,Raining,Under Construction,Bicycle,Moderate,Minor,Speeding,Overspeeding,0,2,ITPL Main Road,34294,26.99,55.86,3,74.55,69
10394,8/28/2023 0:43,Koramangala,12.93452,77.680956,Monday,0,Light,Raining,Potholes,Bus,Minor,Minor,Drunk Driving,Jumping Signal,0,1,80 Feet Road,21701,39.98,36.88,1,44.9,69.31
10395,4/18/2023 4:20,Whitefield,13.055963,77.549595,Tuesday,4,Moderate,Haze,Potholes,Truck,Moderate,Minor,Drunk Driving,Jumping Signal,0,2,Marathahalli Bridge,25244,35.33,33.24,1,80.27,55.86
10396,11/4/2023 6:15,Jayanagar,13.031244,77.592624,Saturday,6,Moderate,Raining,Dry,Car,Moderate,Minor,Ignoring Signal,Jumping Signal,0,1,4th Block Complex,42733,21.3,69,0,31.14,75.69
10397,9/27/2023 14:51,HSR Layout,13.034917,77.623345,Wednesday,14,Light,Clear,Dry,Car,Moderate,Minor,Speeding,Jumping Signal,0,1,27th Main Road,58298,7.61,96.83,0,81.4,89.56
10398,6/5/2023 4:19,Indiranagar,13.063298,77.654341,Monday,4,Light,Foggy,Wet,Car,Moderate,Serious,Distracted Driving,No Helmet,0,1,CMH Road,56177,5.69,95.58,1,71.46,81.23
10399,8/1/2023 1:11,Koramangala,13.080684,77.527972,Tuesday,1,Light,Raining,Wet,Car,Moderate,Minor,Ignoring Signal,No Helmet,0,1,80 Feet Road,16662,47.35,30,0,30.85,55.06
10400,7/23/2023 22:21,Indiranagar,12.875765,77.701577,Sunday,22,Moderate,Raining,Under Construction,Car,Minor,Minor,Distracted Driving,Overspeeding,0,2,100 Feet Road,50121,11.58,83.51,2,76.86,97.41
10401,6/7/2023 19:05,Whitefield,12.90971,77.599451,Wednesday,19,Heavy,Cloudy,Dry,Truck,Minor,Minor,Speeding,Overspeeding,0,2,Marathahalli Bridge,7614,56.62,30,0,76.54,86.11
10402,10/19/2023 13:57,HSR Layout,13.052604,77.587245,Thursday,13,Moderate,Cloudy,Dry,Bus,Moderate,Minor,Distracted Driving,Overspeeding,0,1,27th Main Road,23706,35.66,33.44,0,75.08,77.94
10403,12/18/2023 22:26,Indiranagar,13.011084,77.457473,Monday,22,Light,Clear,Dry,Bus,Moderate,Minor,Drunk Driving,No Helmet,0,2,100 Feet Road,49040,15.45,77.98,0,69.6,57.6
10404,11/17/2023 6:59,Indiranagar,13.011911,77.708123,Friday,6,Light,Cloudy,Wet,Auto Rickshaw,Severe,Serious,Distracted Driving,No Helmet,0,1,CMH Road,29706,25.76,48.44,0,80.06,68.22
10405,7/3/2023 4:57,HSR Layout,13.101812,77.593853,Monday,4,Light,Haze,Under Construction,Truck,Minor,Minor,Distracted Driving,No Helmet,0,1,Outer Ring Road,44178,17.1,67.07,1,52.92,74.12
10406,6/15/2023 12:19,Whitefield,13.002906,77.560418,Thursday,12,Light,Cloudy,Dry,Motorcycle,Moderate,Minor,Drunk Driving,None,0,1,ITPL Main Road,51130,5.2,89.96,0,69.87,86.01
10407,9/19/2023 6:57,Jayanagar,12.992981,77.73618,Tuesday,6,Light,Haze,Dry,Motorcycle,Moderate,Minor,Ignoring Signal,No Helmet,0,2,South End Circle,33575,25.48,56.13,0,37.04,98.54
10408,9/29/2023 4:24,Jayanagar,12.877276,77.598696,Friday,4,Light,Haze,Dry,Bicycle,Moderate,Serious,Distracted Driving,None,0,4,South End Circle,45252,17.31,75.25,0,78.63,53.15
10409,5/12/2023 23:40,HSR Layout,12.828191,77.542697,Friday,23,Moderate,Clear,Dry,Truck,Moderate,Minor,Ignoring Signal,Jumping Signal,0,1,27th Main Road,43946,16.48,75.83,0,38.94,96.75
10410,8/23/2023 22:12,Whitefield,12.844052,77.60189,Wednesday,22,Light,Raining,Dry,Truck,Moderate,Minor,Drunk Driving,None,0,2,ITPL Main Road,56900,10.9,92.18,0,51.84,65.13
10411,5/6/2023 4:02,Indiranagar,12.881473,77.460722,Saturday,4,Light,Foggy,Under Construction,Car,None,No Injury,Drunk Driving,None,0,0,100 Feet Road,36296,19.34,63.87,0,30.15,87.31
10412,2/7/2023 18:10,HSR Layout,13.082893,77.725626,Tuesday,18,Very Heavy,Foggy,Wet,Auto Rickshaw,Minor,Minor,Speeding,None,0,1,27th Main Road,8288,55.42,30,1,69.18,81.74
10413,12/23/2023 14:08,HSR Layout,13.052005,77.542377,Saturday,14,Light,Overcast,Potholes,Bus,Minor,Minor,Distracted Driving,Jumping Signal,0,1,Outer Ring Road,20690,39.14,30,0,69.78,96.35
10414,6/17/2023 9:53,Jayanagar,12.849825,77.667242,Saturday,9,Very Heavy,Foggy,Wet,Bicycle,Moderate,Minor,Drunk Driving,Overspeeding,0,2,South End Circle,25696,36.64,36.09,0,62.24,82.1
10415,5/19/2023 3:57,Koramangala,13.03062,77.57243,Friday,3,Moderate,Clear,Under Construction,Motorcycle,Severe,Serious,Distracted Driving,Overspeeding,0,2,Sony World Junction,45101,16.93,70.63,0,34.18,83.48
10416,3/11/2023 11:51,Indiranagar,13.01319,77.530792,Saturday,11,Very Heavy,Haze,Dry,Truck,Minor,Minor,Ignoring Signal,Jumping Signal,0,1,CMH Road,53872,10.18,88.79,0,34.68,94.23
10417,6/29/2023 0:45,HSR Layout,12.847712,77.513781,Thursday,0,Light,Foggy,Wet,Bus,Severe,Serious,Drunk Driving,Overspeeding,0,4,27th Main Road,44299,12.53,75.9,0,70.58,76.01
10418,3/20/2023 8:29,Indiranagar,13.06059,77.54409,Monday,8,Heavy,Raining,Potholes,Bicycle,None,No Injury,Drunk Driving,Overspeeding,0,0,100 Feet Road,34169,29.85,55.44,0,67.98,84.26
10419,7/27/2023 12:07,HSR Layout,12.880607,77.564399,Thursday,12,Moderate,Haze,Dry,Car,Severe,Fatal,Distracted Driving,Jumping Signal,2,1,Outer Ring Road,28725,30.13,45.53,1,36.3,55.07
10420,2/17/2023 9:25,Jayanagar,12.965147,77.521343,Friday,9,Heavy,Overcast,Potholes,Bus,Moderate,Minor,Ignoring Signal,Jumping Signal,0,2,4th Block Complex,42480,19,62.84,0,64.06,52.14
10421,1/29/2023 3:59,Jayanagar,12.873557,77.615568,Sunday,3,Light,Clear,Wet,Auto Rickshaw,Moderate,Minor,Distracted Driving,None,0,1,4th Block Complex,26756,30.01,48.17,0,76.63,80.95
10422,9/15/2023 17:54,Indiranagar,12.979974,77.617092,Friday,17,Very Heavy,Overcast,Wet,Motorcycle,Minor,Minor,Speeding,No Helmet,0,1,100 Feet Road,7198,57.6,30,0,70.27,92.21
10423,4/12/2023 17:47,Whitefield,13.111431,77.558536,Wednesday,17,Very Heavy,Overcast,Potholes,Bicycle,Severe,Serious,Distracted Driving,None,0,3,Marathahalli Bridge,18138,38.72,30,0,61.23,70.59
10424,4/30/2023 13:03,Whitefield,12.901356,77.726333,Sunday,13,Light,Clear,Dry,Bicycle,None,No Injury,Ignoring Signal,No Helmet,0,0,ITPL Main Road,30241,32,53.11,0,76.14,84.08
10425,8/5/2023 11:49,Indiranagar,13.080585,77.643599,Saturday,11,Very Heavy,Foggy,Potholes,Bus,Severe,Serious,Distracted Driving,No Helmet,0,1,CMH Road,50026,10.18,84.19,2,63.07,50.11
10426,9/16/2023 20:49,HSR Layout,13.078822,77.691524,Saturday,20,Heavy,Clear,Potholes,Bus,Severe,Fatal,Distracted Driving,Overspeeding,2,2,27th Main Road,42211,19.88,66.5,0,51.36,92.87
10427,2/6/2023 1:25,Jayanagar,13.092753,77.669005,Monday,1,Light,Clear,Potholes,Auto Rickshaw,Moderate,Minor,Drunk Driving,None,0,1,South End Circle,8045,48.41,30,0,72.18,52.53
10428,3/13/2023 21:39,Indiranagar,12.886252,77.499069,Monday,21,Light,Clear,Wet,Bus,Minor,Minor,Distracted Driving,Jumping Signal,0,1,100 Feet Road,8391,48.66,30,0,84.77,89.98
10429,5/19/2023 22:18,Indiranagar,12.849425,77.663057,Friday,22,Light,Foggy,Dry,Truck,Minor,Minor,Distracted Driving,Jumping Signal,0,2,100 Feet Road,6068,52.71,30,0,60.52,90.12
10430,3/25/2023 16:31,HSR Layout,13.056273,77.461801,Saturday,16,Light,Foggy,Under Construction,Car,Minor,Minor,Drunk Driving,Overspeeding,0,2,27th Main Road,43516,13.22,73.2,1,61.61,61.12
10431,3/5/2023 20:38,Indiranagar,12.981335,77.546205,Sunday,20,Very Heavy,Overcast,Dry,Car,Severe,Fatal,Speeding,No Helmet,2,0,CMH Road,52372,11.28,84.61,0,56.06,80.33
10432,3/28/2023 10:58,HSR Layout,12.862261,77.567162,Tuesday,10,Very Heavy,Overcast,Potholes,Motorcycle,None,No Injury,Drunk Driving,No Helmet,0,0,27th Main Road,34140,23.55,49.97,1,68.13,62.2
10433,1/27/2023 8:51,Indiranagar,12.859606,77.466968,Friday,8,Very Heavy,Foggy,Potholes,Motorcycle,Moderate,Serious,Speeding,Overspeeding,0,1,100 Feet Road,33850,25.04,58.5,0,45.89,83.02
10434,2/23/2023 5:13,Indiranagar,12.940105,77.577035,Thursday,5,Moderate,Clear,Dry,Bus,Moderate,Serious,Distracted Driving,Jumping Signal,0,2,CMH Road,21512,37.16,31.16,0,48.86,69.33
10435,4/12/2023 12:21,Whitefield,13.060159,77.450991,Wednesday,12,Moderate,Overcast,Wet,Car,Moderate,Serious,Speeding,None,0,3,Marathahalli Bridge,18138,38.72,30,0,61.23,70.59
10436,12/13/2023 16:20,Indiranagar,12.984164,77.661686,Wednesday,16,Moderate,Raining,Under Construction,Bus,Moderate,Minor,Speeding,No Helmet,0,2,100 Feet Road,16773,39.81,30,0,54.33,89.16
10437,11/4/2023 15:15,HSR Layout,12.942741,77.603075,Saturday,15,Moderate,Foggy,Dry,Auto Rickshaw,Minor,Minor,Drunk Driving,No Helmet,0,1,Outer Ring Road,52702,10.43,90.36,0,77.85,73.08
10438,6/23/2023 22:00,Jayanagar,12.965017,77.643202,Friday,22,Moderate,Haze,Potholes,Bicycle,Minor,Minor,Distracted Driving,None,0,1,South End Circle,26639,30.99,47.45,1,41.55,80.14
10439,5/21/2023 21:18,Indiranagar,12.839334,77.479366,Sunday,21,Moderate,Raining,Wet,Car,Moderate,Minor,Speeding,No Helmet,0,2,CMH Road,7664,49.56,30,0,35.04,77.41
10440,1/10/2023 16:50,Whitefield,13.004588,77.615034,Tuesday,16,Light,Cloudy,Wet,Auto Rickshaw,Minor,Minor,Speeding,None,0,2,Marathahalli Bridge,36898,27.5,51.79,0,73.35,51.55
10441,10/5/2023 21:40,HSR Layout,12.946567,77.740795,Thursday,21,Light,Haze,Dry,Car,Minor,Minor,Ignoring Signal,Jumping Signal,0,1,Outer Ring Road,43603,12.54,75.39,1,76.17,75.5
10442,7/13/2023 23:06,Indiranagar,12.937375,77.452002,Thursday,23,Moderate,Foggy,Dry,Truck,Severe,Serious,Ignoring Signal,No Helmet,0,3,CMH Road,17086,43.03,31.88,0,51.36,67.19
10443,2/14/2023 14:57,Whitefield,12.827091,77.547832,Tuesday,14,Moderate,Cloudy,Under Construction,Truck,Severe,Fatal,Speeding,No Helmet,2,2,Marathahalli Bridge,20053,35.78,31.8,0,60.84,71.82
10444,3/27/2023 17:17,Indiranagar,12.97426,77.687866,Monday,17,Heavy,Raining,Potholes,Truck,Minor,Minor,Ignoring Signal,No Helmet,0,2,CMH Road,25300,33.3,43.54,0,53.54,76.29
10445,8/19/2023 9:30,Jayanagar,12.973537,77.498376,Saturday,9,Very Heavy,Overcast,Under Construction,Bus,Moderate,Minor,Speeding,Overspeeding,0,2,4th Block Complex,37932,25.09,62.61,0,53.28,74.23
10446,3/15/2023 12:58,HSR Layout,13.02412,77.700592,Wednesday,12,Moderate,Foggy,Potholes,Motorcycle,Minor,Minor,Distracted Driving,No Helmet,0,1,27th Main Road,56063,10.98,98.11,0,42.78,69.96
10447,5/25/2023 13:05,Jayanagar,13.01635,77.453532,Thursday,13,Light,Overcast,Potholes,Car,Moderate,Serious,Ignoring Signal,None,0,3,South End Circle,38358,25.01,62.15,1,74.38,72.6
10448,6/8/2023 21:22,Koramangala,13.02795,77.689887,Thursday,21,Moderate,Haze,Dry,Motorcycle,Minor,Minor,Distracted Driving,None,0,2,Sony World Junction,49592,6.67,81.49,0,76.66,54.31
10449,11/4/2023 13:27,Whitefield,13.009759,77.733286,Saturday,13,Moderate,Haze,Dry,Bus,Severe,Serious,Drunk Driving,None,0,3,Marathahalli Bridge,31065,30.38,48.82,0,58.75,94.03
10450,11/22/2023 20:05,Whitefield,13.068924,77.74262,Wednesday,20,Very Heavy,Raining,Wet,Bus,Severe,Serious,Drunk Driving,Jumping Signal,0,3,ITPL Main Road,23626,31.68,37.02,0,38.98,73.64
10451,4/4/2023 21:29,Whitefield,12.92907,77.616516,Tuesday,21,Moderate,Clear,Dry,Bus,Moderate,Minor,Drunk Driving,None,0,2,ITPL Main Road,52148,13.39,77.17,0,43.68,88.9
10452,2/8/2023 14:00,Indiranagar,12.973079,77.636513,Wednesday,14,Light,Clear,Under Construction,Car,Moderate,Minor,Ignoring Signal,None,0,2,100 Feet Road,33506,27.08,46.56,0,60.12,74.68
10453,2/20/2023 12:42,Whitefield,12.867829,77.601763,Monday,12,Light,Clear,Wet,Truck,Moderate,Minor,Ignoring Signal,None,0,1,Marathahalli Bridge,29553,28.12,49.67,0,74.57,71.24
10454,1/22/2023 11:38,Whitefield,12.838846,77.599306,Sunday,11,Heavy,Cloudy,Dry,Bicycle,Severe,Serious,Drunk Driving,No Helmet,0,3,ITPL Main Road,43185,14.65,70.99,1,32.09,60.45
10455,12/2/2023 2:26,HSR Layout,12.844966,77.649783,Saturday,2,Moderate,Overcast,Dry,Car,Minor,Minor,Ignoring Signal,None,0,2,27th Main Road,34081,22.04,58.76,0,45.98,51.52
10456,11/2/2023 21:28,Koramangala,12.898757,77.565275,Thursday,21,Moderate,Raining,Dry,Motorcycle,Moderate,Minor,Distracted Driving,No Helmet,0,2,Sony World Junction,58108,9.1,89.4,1,67.34,81.66
10457,4/22/2023 12:38,Indiranagar,12.83935,77.599241,Saturday,12,Moderate,Overcast,Potholes,Truck,None,No Injury,Ignoring Signal,Jumping Signal,0,0,CMH Road,11803,50.96,30,0,39.97,66.05
10458,8/5/2023 2:10,Jayanagar,12.884236,77.66081,Saturday,2,Light,Clear,Wet,Bicycle,Severe,Serious,Drunk Driving,No Helmet,0,1,4th Block Complex,24248,35.2,31.85,1,76.47,72.02
10459,12/16/2023 8:33,Whitefield,12.983229,77.621586,Saturday,8,Very Heavy,Clear,Under Construction,Car,Minor,Minor,Distracted Driving,Jumping Signal,0,1,ITPL Main Road,39570,19.22,63.35,0,51.3,98.18
10460,8/4/2023 8:34,HSR Layout,12.904051,77.736482,Friday,8,Heavy,Raining,Potholes,Motorcycle,Minor,Minor,Distracted Driving,Overspeeding,0,2,27th Main Road,30549,25.38,55.43,0,61.67,73.74
10461,8/22/2023 23:38,Jayanagar,12.910631,77.640547,Tuesday,23,Moderate,Raining,Dry,Motorcycle,Minor,Minor,Ignoring Signal,No Helmet,0,1,4th Block Complex,9829,50.28,30,0,32.91,84.39
10462,8/30/2023 23:57,Koramangala,12.837187,77.498455,Wednesday,23,Light,Clear,Under Construction,Car,Moderate,Serious,Distracted Driving,Jumping Signal,0,3,80 Feet Road,16697,45.81,30,0,43.71,50.74
10463,5/27/2023 22:07,HSR Layout,13.057848,77.561492,Saturday,22,Moderate,Cloudy,Under Construction,Motorcycle,Moderate,Minor,Speeding,Jumping Signal,0,1,Outer Ring Road,14137,45.54,30,0,49.44,83.99
10464,9/1/2023 9:31,Whitefield,13.037639,77.683178,Friday,9,Very Heavy,Cloudy,Wet,Motorcycle,Minor,Minor,Ignoring Signal,No Helmet,0,1,ITPL Main Road,50620,8.37,88.16,0,31.34,67.88
10465,1/15/2023 3:25,Indiranagar,12.938256,77.565603,Sunday,3,Light,Haze,Dry,Motorcycle,Moderate,Minor,Speeding,None,0,2,100 Feet Road,52244,14.5,77.6,0,32.42,50.26
10466,9/14/2023 11:44,Koramangala,12.836164,77.493659,Thursday,11,Heavy,Foggy,Under Construction,Bus,None,No Injury,Drunk Driving,Overspeeding,0,0,80 Feet Road,46299,14.98,74.15,4,76.97,63.27
10467,4/18/2023 16:20,Koramangala,13.116777,77.72148,Tuesday,16,Moderate,Haze,Potholes,Auto Rickshaw,Minor,Minor,Ignoring Signal,Overspeeding,0,2,80 Feet Road,42242,15.39,64.54,0,49.45,51.89
10468,3/29/2023 6:52,Indiranagar,12.914343,77.567807,Wednesday,6,Moderate,Foggy,Wet,Car,None,No Injury,Distracted Driving,None,0,0,CMH Road,36229,27.8,54.54,0,37.43,97.5
10469,5/18/2023 3:52,Jayanagar,12.98173,77.587071,Thursday,3,Light,Cloudy,Under Construction,Motorcycle,Moderate,Minor,Speeding,Overspeeding,0,2,4th Block Complex,26928,33.29,46.17,0,83.9,92.44
10470,3/21/2023 9:49,Indiranagar,12.84713,77.741314,Tuesday,9,Very Heavy,Overcast,Potholes,Car,Minor,Minor,Speeding,No Helmet,0,1,CMH Road,24638,39.52,44.41,0,32.97,56.09
10471,10/29/2023 8:19,Whitefield,12.899354,77.568501,Sunday,8,Very Heavy,Haze,Wet,Auto Rickshaw,None,No Injury,Drunk Driving,None,0,0,Marathahalli Bridge,12509,46.02,30,2,65.76,91.79
10472,5/17/2023 14:37,Jayanagar,12.894452,77.693715,Wednesday,14,Moderate,Raining,Under Construction,Bicycle,Severe,Serious,Drunk Driving,Jumping Signal,0,2,4th Block Complex,51830,13.21,88.2,0,66.84,57.19
10473,11/24/2023 7:53,Koramangala,13.083184,77.471841,Friday,7,Moderate,Haze,Potholes,Auto Rickshaw,Moderate,Minor,Distracted Driving,None,0,1,Sony World Junction,21626,38.02,35.39,4,59.63,58.8
10474,12/12/2023 20:18,Koramangala,12.979153,77.448888,Tuesday,20,Very Heavy,Cloudy,Potholes,Bicycle,None,No Injury,Ignoring Signal,None,0,0,80 Feet Road,12950,49.61,30,4,32.27,65.18
10475,10/11/2023 23:20,HSR Layout,13.105822,77.526386,Wednesday,23,Moderate,Foggy,Dry,Truck,Moderate,Minor,Ignoring Signal,None,0,1,Outer Ring Road,47449,9.7,72.65,2,53.64,73.16
10476,9/6/2023 5:07,Indiranagar,12.834186,77.455081,Wednesday,5,Moderate,Cloudy,Under Construction,Auto Rickshaw,Minor,Minor,Speeding,Jumping Signal,0,1,CMH Road,36903,26.99,64.02,0,37.75,50.74
10477,6/9/2023 12:13,HSR Layout,12.966059,77.602877,Friday,12,Moderate,Haze,Dry,Bicycle,Moderate,Minor,Drunk Driving,Overspeeding,0,2,Outer Ring Road,17803,39.82,30,0,47.22,56.41
